orgnr,role,personal_number
927452448,Styre,1062137
926060147,Styre,1062137
927452375,Daglig leder,1062137
927452375,Styre,1062137
912071529,Daglig leder,4228475
912071529,Styre,7785414
912071529,Styre,6250285
912071529,Styre,4228475
829512262,Daglig leder,2830257
829512262,Styre,2000356
829512262,Styre,1333888
822715982,Daglig leder,9961129
822715982,Styre,3639706
822715982,Styre,1333888
825677062,Daglig leder,6215724
825677062,Styre,6215724
825677062,Styre,6797081
920328245,Daglig leder,2650167
920328245,Styre,2650167
871340412,Daglig leder,2235291
871340412,Styre,5998094
871340412,Styre,2216675
871340412,Styre,3698580
871340412,Styre,7938835
871340412,Styre,8772059
871340412,Styre,3333126
871340412,Styre,5690521
871340412,Styre,4944393
871340412,Styre,4613911
883774442,Daglig leder,4676996
883774442,Styre,6285495
883774442,Styre,4676996
979748701,Daglig leder,4641650
979748701,Styre,6439234
979748701,Styre,7550303
979748701,Styre,3661321
979748701,Styre,5567017
973194631,Daglig leder,5532244
973194631,Styre,5532244
923609016,Daglig leder,6256245
923609016,Styre,7068123
923609016,Styre,3719405
923609016,Styre,3729992
923609016,Styre,4770126
923609016,Styre,3874328
923609016,Styre,3220448
923609016,Styre,3060050
923609016,Styre,7788077
923609016,Styre,2821421
923609016,Styre,7081674
923609016,Styre,3651613
923609016,Styre,5572250
923609016,Styre,7108892
912699706,Daglig leder,5188107
912699706,Styre,5188107
980024679,Daglig leder,8503693
980024679,Styre,3849582
980024679,Styre,8503693
980024679,Styre,8218422
980024679,Styre,5479460
980024679,Styre,4168708
915576281,Daglig leder,7949997
915576281,Styre,7949997
915576281,Styre,5044720
821754852,Daglig leder,3075627
821754852,Styre,6051914
821754852,Styre,3075627
821754852,Styre,2632821
821754852,Styre,9158878
821754852,Styre,1929308
937657293,Daglig leder,3075627
937657293,Styre,6051914
937657293,Styre,3075627
937657293,Styre,7041709
937657293,Styre,8940525
937657293,Styre,2632821
937657293,Styre,4324623
937657293,Styre,1195123
937657293,Styre,9855717
937657293,Styre,9088809
928004090,Daglig leder,5756296
928004090,Styre,4619114
928004090,Styre,8864505
928004090,Styre,5756296
928004090,Styre,5383451
919263164,Daglig leder,5882191
919263164,Styre,7257899
919263164,Styre,3811161
919263164,Styre,5882191
919263164,Styre,6701187
919263164,Styre,6865995
898623572,Daglig leder,3651850
898623572,Styre,4748370
898623572,Styre,8945396
898623572,Styre,3651850
980412555,Daglig leder,6277298
980412555,Styre,6277298
919160349,Daglig leder,9752751
919160349,Styre,6277298
916155158,Daglig leder,2848983
916155158,Styre,6277298
913315642,Daglig leder,6150726
913315642,Styre,9895405
913315642,Styre,6150726
917552193,Daglig leder,8176577
917552193,Styre,2801030
917552193,Styre,8176577
917552193,Styre,2192429
917552193,Styre,8819604
968869523,Daglig leder,3246751
968869523,Styre,3246751
968869523,Styre,1659706
922329419,Daglig leder,3246751
922329419,Styre,3246751
922329419,Styre,6983405
914133335,Daglig leder,3246751
914133335,Styre,3246751
914133335,Styre,6983405
920775543,Daglig leder,1185527
920775543,Styre,1112869
920775543,Styre,8645665
929161416,Daglig leder,2435642
929161416,Styre,5089244
929161416,Styre,2435642
929161416,Styre,7261641
917070733,Daglig leder,6031481
917070733,Styre,5228429
926868470,Daglig leder,8500712
926868470,Styre,8331249
926868470,Styre,6093754
926868470,Styre,8500712
879919452,Daglig leder,2255042
879919452,Styre,8102766
879919452,Styre,8946109
879919452,Styre,4679786
879919452,Styre,2555611
879919452,Styre,8065059
879919452,Styre,7892470
879919452,Styre,8443176
971235667,Daglig leder,3007393
971235667,Styre,2022020
971235667,Styre,8401774
971235667,Styre,3007393
971235667,Styre,7443610
930730580,Daglig leder,3007393
930730580,Styre,2022020
930730580,Styre,3007393
930730580,Styre,8401774
930730580,Styre,7443610
917750890,Daglig leder,4083759
917750890,Styre,4083759
917750890,Styre,7852643
917750890,Styre,4132121
917750890,Styre,1057028
874247472,Daglig leder,4354210
874247472,Styre,4354210
874247472,Styre,5929563
874247472,Styre,9433995
874247472,Styre,8768396
874247472,Styre,2211437
874247472,Styre,6279669
874247472,Styre,1435952
874247472,Styre,1614400
874247472,Styre,2173371
874247472,Styre,2399078
874247472,Styre,1754249
923833420,Daglig leder,4062100
923833420,Styre,7585596
923833420,Styre,4062100
960469089,Daglig leder,7826904
960469089,Styre,5878547
960469089,Styre,7826904
960469089,Styre,9484906
843424252,Daglig leder,2928160
843424252,Styre,8445733
843424252,Styre,3287796
843424252,Styre,2928160
843424252,Styre,6075978
913251342,Daglig leder,2660031
913251342,Styre,3001920
913251342,Styre,4518246
913251342,Styre,4754281
913251342,Styre,9347965
913251342,Styre,5290978
915442552,Daglig leder,7464387
915442552,Styre,2087712
915442552,Styre,2886016
915442552,Styre,5649210
915442552,Styre,2872805
915442552,Styre,3527736
915442552,Styre,3474717
915442552,Styre,1710955
915442552,Styre,4026726
915442552,Styre,8699812
915442552,Styre,2816329
915442552,Styre,5198504
915442552,Styre,2782446
915442552,Styre,3650508
915442552,Styre,5134827
915442552,Styre,1665498
920328180,Daglig leder,1365911
920328180,Styre,8203694
920328180,Styre,1365911
920328180,Styre,5223987
931573926,Styre,6241791
911623986,Daglig leder,8763090
911623986,Styre,3052879
911623986,Styre,5095384
911623986,Styre,5304842
911623986,Styre,8835629
911623986,Styre,1364097
911623986,Styre,5706229
911623986,Styre,8293112
911623986,Styre,5067418
965831347,Daglig leder,5133054
965831347,Styre,9482145
965831347,Styre,5133054
965831347,Styre,1577684
913592751,Daglig leder,2578720
913592751,Styre,2578720
913592751,Styre,5529757
913592751,Styre,7239001
913592751,Styre,6806982
913592751,Styre,1460133
975945316,Daglig leder,5040047
975945316,Styre,2553706
975945316,Styre,5040047
927608413,Daglig leder,7929799
927608413,Styre,5092666
927608413,Styre,3627503
927608413,Styre,6569598
927608413,Styre,7643439
980334171,Daglig leder,5092017
980334171,Styre,1755106
980334171,Styre,2734399
980334171,Styre,3674486
931855379,Daglig leder,8646799
931855379,Styre,6476584
931855379,Styre,8646799
924357983,Daglig leder,3066849
924357983,Styre,3066849
924357983,Styre,2841944
924357983,Styre,5155090
924357983,Styre,4254103
974361299,Daglig leder,4077111
974361299,Styre,4365977
974361299,Styre,2761676
974361299,Styre,4077111
974361299,Styre,9192464
913565983,Daglig leder,4196773
913565983,Styre,1460133
913565983,Styre,3812230
913565983,Styre,7883053
913565983,Styre,6266371
926142380,Daglig leder,3225868
926142380,Styre,9332362
926142380,Styre,9628429
926142380,Styre,3911905
926142380,Styre,5534287
926142380,Styre,5988915
926142380,Styre,3132202
926142380,Styre,3833481
926142380,Styre,4718582
926142380,Styre,4309857
926142380,Styre,3391115
913938046,Daglig leder,4112868
913938046,Styre,7498692
913938046,Styre,4112868
913938046,Styre,4985397
811900052,Daglig leder,6697128
811900052,Styre,4725671
811900052,Styre,6578654
811900052,Styre,4849378
811900052,Styre,3959397
811900052,Styre,4318017
811900052,Styre,7571719
915744141,Daglig leder,7588742
915744141,Styre,7588742
915744141,Styre,5756757
927430525,Styre,7588742
927430525,Styre,5756757
917589917,Daglig leder,2055153
917589917,Styre,2644319
917589917,Styre,2055153
917589917,Styre,9183386
917459355,Daglig leder,6830770
917459355,Styre,4827827
917459355,Styre,7465593
917459355,Styre,8702560
937435355,Daglig leder,1694398
937435355,Styre,8324650
937435355,Styre,5562362
937435355,Styre,9032363
937435355,Styre,8460921
937435355,Styre,1694398
917990573,Styre,9008611
917990573,Styre,5701035
877563812,Daglig leder,3324418
877563812,Styre,5098757
877563812,Styre,9988313
877563812,Styre,7648068
877563812,Styre,9651393
877563812,Styre,7320926
877563812,Styre,7496858
877563812,Styre,4095916
970444254,Daglig leder,6935737
970444254,Styre,3163997
970444254,Styre,4930818
970444254,Styre,8253501
970444254,Styre,2582385
970444254,Styre,4160960
970444254,Styre,9709996
970444254,Styre,3946342
970444254,Styre,3302568
970444254,Styre,2981044
923250298,Daglig leder,4516892
923250298,Styre,3852053
923250298,Styre,1232449
914221110,Daglig leder,4812339
914221110,Styre,1185527
914221110,Styre,4816316
914221110,Styre,2236163
914221110,Styre,9192464
914221110,Styre,9118959
972421480,Styre,1097436
972421480,Styre,6486680
972421480,Styre,8378770
971338407,Daglig leder,7147094
971338407,Styre,9494100
971338407,Styre,2777788
971338407,Styre,2153225
971338407,Styre,4507668
971338407,Styre,3341313
971338407,Styre,3995221
927577453,Daglig leder,9520103
927577453,Styre,9520103
919763914,Daglig leder,3251679
919763914,Styre,1151691
919763914,Styre,7636623
919763914,Styre,4398756
919763914,Styre,7648748
919763914,Styre,4185199
919763914,Styre,3803402
919763914,Styre,1236756
919763914,Styre,9969105
919763914,Styre,4465966
919763914,Styre,5470246
919763914,Styre,5806499
919763914,Styre,2665099
919763914,Styre,9928484
919763981,Daglig leder,3251679
919763981,Styre,1151691
919763981,Styre,7636623
919763981,Styre,4398756
919763981,Styre,7648748
919763981,Styre,4185199
919763981,Styre,3803402
919763981,Styre,4150444
919763981,Styre,5470246
919763981,Styre,5806499
919763981,Styre,2665099
919763981,Styre,9928484
886387962,Styre,4925125
886387962,Styre,9056308
886387962,Styre,8880363
886387962,Styre,2187120
917758727,Daglig leder,6190794
917758727,Styre,5392184
917758727,Styre,9312085
925702498,Daglig leder,8796557
925702498,Styre,8796557
925702498,Styre,1631932
913777948,Kontaktperson,7326213
913777948,Styre,7936787
913777948,Styre,6253028
925710482,Daglig leder,3959397
925710482,Styre,1091367
925710482,Styre,6812901
925710482,Styre,3994818
976030753,Daglig leder,9805541
976030753,Styre,4987042
976030753,Styre,2473415
976030753,Styre,8733112
976030753,Styre,1214184
976030753,Styre,1444802
976030753,Styre,6401095
918408975,Daglig leder,7197988
918408975,Styre,7197988
923778268,Daglig leder,7408890
923778268,Daglig leder,7474000
923778268,Styre,4577921
923778268,Styre,7408890
923778268,Styre,7202536
923778268,Styre,7474000
930093599,Daglig leder,7902010
930093599,Daglig leder,7181562
930093599,Styre,4246222
930093599,Styre,7902010
930093599,Styre,7181562
930093599,Styre,6509028
930093599,Styre,6279007
979890087,Daglig leder,2102585
979890087,Styre,1091367
979890087,Styre,2102585
979890087,Styre,9736992
937817983,Daglig leder,2616969
937817983,Styre,9952861
937817983,Styre,9000170
937817983,Styre,2616969
921187386,Daglig leder,9388473
921187386,Styre,9388473
968561715,Daglig leder,1999116
968561715,Styre,3058196
971337370,Daglig leder,9585050
971337370,Styre,4176216
971337370,Styre,4921895
971337370,Styre,4723315
971337370,Styre,9540350
971337370,Styre,9373255
971337370,Styre,1636024
971337370,Styre,1702523
975713539,Daglig leder,1653398
975713539,Styre,4176216
975713539,Styre,8787615
975713539,Styre,8885714
975713539,Styre,5788951
975713539,Styre,7750804
975713539,Styre,6610714
975713539,Styre,7902802
975713539,Styre,7551900
975713539,Styre,8632091
971436115,Daglig leder,4848716
971436115,Styre,6755500
971436115,Styre,6414293
971436115,Styre,5124383
971436115,Styre,5374750
971436115,Styre,6570484
971436115,Styre,5599780
971436115,Styre,9313896
977024420,Daglig leder,9323607
977024420,Styre,1103699
977024420,Styre,2603387
977024420,Styre,6488397
979458355,Daglig leder,4533351
979458355,Styre,4533351
979458355,Styre,2039665
975780023,Daglig leder,1211673
975780023,Styre,9429417
975780023,Styre,3514747
975780023,Styre,7195737
975780023,Styre,3709559
911712148,Daglig leder,5580362
911712148,Styre,4752988
911712148,Styre,6280892
911712148,Styre,5580362
934923928,Daglig leder,4722592
934923928,Styre,1224790
934923928,Styre,5362429
965776575,Daglig leder,6856920
965776575,Styre,6856920
965776575,Styre,3622446
965776575,Styre,4924126
911978865,Daglig leder,9773878
911978865,Styre,1523822
923206795,Daglig leder,2935507
923206795,Styre,2457248
923206795,Styre,2935507
919664886,Daglig leder,5809708
919664886,Styre,8186468
919664886,Styre,4401560
919664886,Styre,5809708
827264032,Daglig leder,8020306
827264032,Styre,5953508
827264032,Styre,8020306
913901800,Daglig leder,3110016
913901800,Styre,7278007
913901800,Styre,9000887
913901800,Styre,2910350
913901800,Styre,2650167
921956592,Daglig leder,3681643
921956592,Styre,3110016
921956592,Styre,9000887
921956592,Styre,2910350
921956592,Styre,3902351
921956592,Styre,1832370
926121820,Daglig leder,4500620
926121820,Styre,3110016
926121820,Styre,9000887
926121820,Styre,1436505
926121820,Styre,1819683
921956533,Daglig leder,5263049
921956533,Styre,3110016
921956533,Styre,9000887
921956533,Styre,2910350
921956533,Styre,5685446
921956533,Styre,9084287
968429655,Daglig leder,9873743
968429655,Styre,9873743
968429655,Styre,2429379
919644036,Daglig leder,1865378
919644036,Styre,1865378
919644036,Styre,7184965
919644036,Styre,1129219
920336434,Daglig leder,1126626
920336434,Styre,1126626
927177129,Kontaktperson,1126626
927177129,Styre,1126626
928507181,Daglig leder,8524051
928507181,Styre,7175345
959409854,Daglig leder,1224765
959409854,Styre,4501616
959409854,Styre,7952435
959409854,Styre,1224765
959409854,Styre,2236262
829283352,Daglig leder,4984562
829283352,Styre,3661739
829283352,Styre,7875644
930702293,Daglig leder,9669957
930702293,Styre,9669957
930702293,Styre,4399894
922188297,Daglig leder,7082835
922188297,Styre,7082835
981173562,Daglig leder,3584081
981173562,Styre,1239481
981173562,Styre,5398961
981173562,Styre,1530154
981173562,Styre,6612456
936130364,Daglig leder,4971039
936130364,Styre,5440554
936130364,Styre,4711258
936130364,Styre,7917549
936130364,Styre,7237880
914524717,Daglig leder,1490006
914524717,Styre,1490006
914524717,Styre,4398394
923391568,Daglig leder,1816027
923391568,Styre,3957217
923391568,Styre,1816027
818792212,Daglig leder,1577007
818792212,Styre,3399782
818792212,Styre,1577007
967866210,Daglig leder,8193590
967866210,Styre,8243712
967866210,Styre,2796679
917705631,Daglig leder,8663700
917705631,Styre,2385984
917705631,Styre,7931913
917705631,Styre,8656308
917705631,Styre,8663700
927679523,Daglig leder,2962848
927679523,Styre,8084636
927679523,Styre,2962848
927679523,Styre,8541316
916774680,Daglig leder,4081290
916774680,Styre,9931608
976078934,Daglig leder,4663064
976078934,Styre,9189499
976078934,Styre,1091367
820288912,Daglig leder,5926858
820288912,Styre,5926858
890534562,Daglig leder,4422255
890534562,Styre,4422255
931961918,Daglig leder,4422255
931961918,Styre,4422255
976276434,Daglig leder,2354061
976276434,Styre,5952581
976276434,Styre,7436565
976276434,Styre,5068099
976276434,Styre,2486673
976276434,Styre,6492554
976276434,Styre,3282294
976276434,Styre,6929177
976276434,Styre,2501103
976276434,Styre,6830572
929038312,Daglig leder,9549430
929038312,Styre,9549430
914815444,Daglig leder,5070061
914815444,Styre,5070061
914815444,Styre,9692646
913265181,Daglig leder,8592150
913265181,Styre,8592150
913265181,Styre,2859628
861045412,Daglig leder,2273788
861045412,Styre,2165648
861045412,Styre,1198221
861045412,Styre,9513387
861045412,Styre,3739529
877391132,Daglig leder,8033284
877391132,Styre,8033284
877391132,Styre,6199559
877391132,Styre,3774966
926697161,Daglig leder,9669957
926697161,Styre,9669957
912189279,Daglig leder,5637892
912189279,Deltakere,5637892
912189279,Deltakere,8419119
912189279,Styre,5637892
912189279,Styre,2921179
926885766,Daglig leder,8831960
926885766,Styre,8831960
817252532,Daglig leder,4738511
817252532,Styre,9689086
817252532,Styre,2375892
817252532,Styre,8325482
917350418,Daglig leder,1917174
917350418,Styre,1917174
914851130,Daglig leder,9268633
914851130,Styre,7000667
914851130,Styre,8365083
924040459,Daglig leder,4548698
924040459,Styre,2145445
937665393,Daglig leder,5580256
937665393,Styre,7540199
937665393,Styre,5094074
937665393,Styre,7666841
937665393,Styre,7165799
937665393,Styre,2016895
918414304,Daglig leder,8884770
918414304,Styre,1549910
918414304,Styre,8113506
918414304,Styre,2251619
918414304,Styre,4288751
918414304,Styre,9470025
919309814,Daglig leder,8309636
919309814,Styre,9102486
919309814,Styre,3892349
919309814,Styre,7944501
919309814,Styre,3633511
918633049,Daglig leder,4171357
918633049,Styre,4171357
815847822,Daglig leder,2654909
815847822,Styre,7100691
815847822,Styre,5639907
815847822,Styre,2654909
965652442,Daglig leder,7435812
965652442,Styre,4380449
965652442,Styre,9479314
965652442,Styre,7866911
925532452,Daglig leder,1801201
925532452,Styre,1801201
925532452,Styre,1501523
929235606,Daglig leder,2032187
929235606,Styre,1435141
929235606,Styre,2032187
929235606,Styre,4956065
916773234,Daglig leder,7652224
916773234,Styre,1480957
916773234,Styre,7652224
816285712,Daglig leder,7018025
816285712,Styre,7458653
816285712,Styre,6639326
876785722,Daglig leder,4300258
876785722,Styre,7018025
876785722,Styre,3982521
876785722,Styre,9230845
916285736,Daglig leder,5039316
916285736,Styre,7018025
